"id","name","alternative_name","country_name","is_active"
3429,"Max Avia","\N","Kyrgyzstan","N"
3430,"Max Sea Food","\N","El Salvador","N"
3431,"Max-Aviation","\N","Canada","N"
3432,"Maxair","\N","Sweden","Y"
3433,"Maximus Air Cargo","\N","United Arab Emirates","N"
3434,"Maxjet Airways","\N","United States","N"
3435,"Maxsus-Avia","\N","Uzbekistan","N"
3436,"May Air Xpress","\N","United States","N"
3437,"Maya Island Air","\N","Belize","Y"
3438,"Mayair","\N","Mexico","N"
3439,"Mbach Air","\N","Malawi","N"
3440,"McAlpine Helicopters","\N","United Kingdom","N"
3441,"McCall Aviation","\N","United States","N"
3442,"McDonnell Douglas","\N","United States","N"
3443,"McNeely Charter Services","\N","United States","N"
3444,"Med-Trans of Florida","\N","United States","N"
3445,"Medavia Company","\N","Malta","N"
3446,"Medical Air Rescue Services","\N","Zimbabwe","N"
3447,"Medical Aviation Services","\N","United Kingdom","N"
3448,"Mediterranean Air Freight","\N","Greece","N"
3449,"Mediterranean Airways","\N","Egypt","N"
3450,"Medjet International","\N","United States","N"
3451,"Mega","\N","Kazakhstan","N"
3452,"Mega Linhas Aereas","\N","Brazil","N"
3453,"Mekong Airlines","\N","Cambodia","N"
3454,"Menajet","\N","Lebanon","N"
3456,"Merchant Express Aviation","\N","Nigeria","N"
3457,"Mercury Aircourier Service","\N","United States","N"
3458,"Meridian","\N","Ukraine","N"
3459,"Meridian Air Cargo","\N","United States","N"
3460,"Meridian Airlines","\N","Nigeria","N"
3461,"Meridian Aviation","\N","United Kingdom","N"
3462,"Meridian Limited","\N","Ukraine","N"
3463,"Meridiana","\N","Italy","Y"
3464,"Merlin Airways","\N","United States","N"
3465,"Merpati Nusantara Airlines","\N","Indonesia","Y"
3466,"Mesa Airlines","\N","United States","Y"
3467,"Mesaba Airlines","\N","United States","Y"
3468,"Meta Linhas A","\N","Brazil","N"
3469,"Meteorological Research Flight","\N","United Kingdom","N"
3470,"Methow Aviation","\N","United States","N"
3471,"Metro Business Aviation","\N","United Kingdom","N"
3472,"Metro Express","\N","United States","N"
3473,"Metroflight","\N","United States","N"
3474,"Metrojet","\N","Hong Kong SAR of China","N"
3475,"Metropix UK","\N","United Kingdom","N"
3476,"Metroplis","\N","Netherlands","N"
3477,"Mex Blue","\N","Mexico","N"
3479,"Mexicana de Aviaci","\N","Mexico","Y"
3480,"Mexico Transportes Aereos","\N","Mexico","N"
3481,"Miami Air Charter","\N","United States","N"
3482,"Miami Air International","\N","United States","N"
3483,"Miami Valley Aviation","\N","United States","N"
3484,"Miapet-Avia","\N","Armenia","N"
3485,"Michelin Air Services","\N","France","N"
3486,"Micromatter Technology Solutions","\N","United Kingdom","N"
3487,"Mid Airlines","\N","Sudan","N"
3488,"Mid-Pacific Airlines","\N","United States","N"
3489,"Midamerica Jet","\N","United States","N"
3490,"Middle East Airlines","\N","Lebanon","Y"
3491,"Midland Airport Services","\N","United Kingdom","N"
3492,"Midline Air Freight","\N","United States","N"
3493,"Midstate Airlines","\N","United States","N"
3494,"Midway Airlines","\N","United States","Y"
3495,"Midway Express","\N","United States","N"
3496,"Midwest Air Freighters","\N","United States","N"
3497,"Midwest Airlines","\N","United States","Y"
3498,"Midwest Airlines (Egypt)","\N","Egypt","Y"
3499,"Midwest Aviation","\N","United States","N"
3500,"Midwest Aviation Division","\N","United States","N"
3501,"Midwest Helicopters De Mexico","\N","Mexico","N"
3502,"Millardair","\N","Canada","N"
3503,"Millen Corporation","\N","United Kingdom","N"
3504,"Millennium Air","\N","Nigeria","N"
3505,"Miller Flying Services","\N","United States","N"
3506,"Million Air","\N","United States","N"
3507,"Mimino","\N","Russia","N"
3508,"Mina Airline Company","\N","Egypt","N"
3509,"Minair","\N","Central African Republic","N"
3510,"Minebea Technologies","\N","United States","N"
3511,"Mines Air Services Zambia","\N","Zambia","N"
3512,"Miniliner","\N","Italy","N"
3513,"Ministic Air","\N","Canada","N"
3514,"Ministry of Agriculture","\N","WATCHDOG","N"
3515,"Minsk Aircraft Overhaul Plant","\N","Belarus","N"
3516,"Miramichi Air Service","\N","Canada","N"
3517,"Miras","\N","Kazakhstan","N"
3518,"Misr Overseas Airways","\N","Egypt","N"
3519,"Mission Aviation Fellowship","\N","Indonesia","N"
3520,"Missionair","\N","Spain","N"
3521,"Missions Gouvernemtales Francaises","\N","France","N"
3522,"Mississippi State University","\N","United States","N"
3523,"Mississippi Valley Airways","\N","United States","N"
3524,"Mistral Air","\N","Italy","N"
3525,"Mobil Oil","\N","Canada","N"
3526,"Mocambique Expresso","\N","Mozambique","N"
3527,"Mofaz Air","\N","Malaysia","N"
3528,"Moldaeroservice","\N","Moldova","N"
3529,"Moldavian Airlines","\N","Moldova","Y"
3530,"Moldova","\N","Moldova","N"
3531,"Mombasa Air Safari","\N","Kenya","N"
3532,"Monarch Airlines","\N","United Kingdom","Y"
3533,"Monarch Airlines","\N","United States","N"
3534,"Myway Airlines","\N","Italy","Y"
3535,"Moncton Flying Club","\N","Canada","N"
3536,"Monde Air Charters","\N","United Kingdom","N"
3537,"Monerrey Air Taxi","\N","Mexico","N"
3538,"Monky Aerotaxis","\N","Mexico","N"
3539,"Montenegro Airlines","\N","Montenegro","Y"
3540,"Montserrat Airways","\N","Montserrat","N"
3541,"Mooney Aircraft Corporation","\N","United States","N"
3542,"Morningstar Air Express","\N","Canada","Y"
3543,"Morris Air Service","\N","United States","N"
3544,"Morrison Flying Service","\N","United States","N"
3545,"Moskovia Airlines","\N","Russia","Y"
3546,"Mosphil Aero","\N","Philippines","N"
3547,"Motor Sich","\N","Ukraine","Y"
3548,"Mount Cook Airlines","\N","New Zealand","N"
3549,"Mountain Air Cargo","\N","United States","N"
3550,"Mountain Air Company","\N","Sierra Leone","N"
3551,"Mountain Air Express","\N","United States","N"
3552,"Mountain Air Service","\N","United States","N"
3553,"Mountain Bird","\N","United States","N"
3554,"Mountain High Aviation","\N","United States","N"
3555,"Mountain Pacific Air","\N","Canada","N"
3556,"Mountain Valley Air Service","\N","United States","N"
3557,"Mowhawk Airlines","\N","United States","N"
3558,"Mudan Airlines","\N","Somali Republic","N"
3559,"Mudanjiang General Aviation","\N","China","N"
3560,"Multi Taxi","\N","Mexico","N"
3561,"Multi-Aero","\N","United States","N"
3562,"Multiflight","\N",NULL,"N"
3563,"Murmansk Aircompany","\N","Russia","N"
3564,"Murray Air","\N","United States","N"
3565,"Musrata Air Transport","\N","Libya","N"
3566,"Mustique Airways","\N","Barbados","N"
3567,"My Way Airlines","\N","Italy","N"
3568,"MyTravel Airways","\N","United Kingdom","Y"
3569,"Myanma Airways","\N","Myanmar","Y"
3570,"Myanmar Airways International","\N","Myanmar","Y"
3571,"Myflug","\N","Iceland","Y"
3572,"Mytravel Airways","\N","Denmark","N"
3573,"NEL Cargo","\N","Ivory Coast","N"
3574,"NHT Lineas Aereas","\N","Brazil","N"
3575,"NZ Warbirds Association","\N","New Zealand","N"
3576,"Nacoia Lda","\N","Angola","N"
3577,"Nada Air Service","\N","Chad","N"
3578,"Compangnie Nationale Naganagani","\N","Burkina Faso","N"
3579,"Nahanni Air Services Ltd","\N","Canada","N"
3580,"Nakheel Aviation","\N","United Arab Emirates","N"
3581,"Namibia Commerical Aviation","\N","Namibia","N"
3582,"Namibian Defence Force","\N","Namibia","N"
3583,"Nanjing Airlines","\N","China","N"
3584,"Nantucket Airlines","\N","United States","N"
3585,"Nanyah Aviation","\N","Israel","N"
3586,"Napier Air Service Inc","\N","United States","N"
3587,"Nas Air","\N","Angola","N"
3588,"Nas Air","\N","Mali","N"
3589,"Nasair","\N","Eritrea","Y"
3590,"Nashville Jet Charters","\N","United States","N"
3591,"Natalco Air Lines","\N","S","N"
3592,"Natioanl Air Traffic Controllers Association","\N","United States","N"
3593,"National Air Charter","\N","Indonesia","N"
3594,"National Air Traffic Services","\N","United Kingdom","N"
3595,"National Airlines","\N","United States","N"
3596,"National Airlines","\N","Chile","N"
3597,"National Airlines","\N","United States","N"
3598,"National Airlines","\N","United States","N"
3599,"National Airlines","\N","South Africa","N"
3600,"National Airways Cameroon","\N","Cameroon","N"
3601,"National Airways Corporation","\N","South Africa","N"
3602,"National Aviation Company","\N","Egypt","N"
3603,"National Aviation Consultants","\N","Canada","N"
3604,"National Express","\N","United States","N"
3605,"National Grid","\N","United Kingdom","N"
3606,"National Jet Express","\N","Australia","N"
3607,"National Jet Service","\N","United States","N"
3608,"National Jet Systems","\N","Australia","Y"
3609,"National Oceanic and Atmospheric Administration","\N","United States","N"
3610,"National Overseas Airlines Company","\N","Egypt","N"
3611,"Nationale Luchtvaartschool","\N","Netherlands","N"
3612,"Nations Air Express Inc","\N","United States","N"
3613,"Nationwide Airlines","\N","South Africa","Y"
3614,"Nationwide Airlines (Zambia)","\N","Zambia","N"
3615,"Natural Environment Research Council","\N","United Kingdom","N"
3616,"Natureair","\N","Costa Rica","N"
3617,"Naturelink Charter","\N","South Africa","N"
3618,"Nauru Air Corporation","\N","Nauru","Y"
3619,"NAV CANADA","\N","Canada","N"
3620,"Nav Flight Planning","\N","Czech Republic","N"
3621,"Navegacao Aerea De Portugal","\N","Portugal","N"
3622,"Navegacion Servicios Aereos Canarios SA","\N","Spain","N"
3623,"Navid","\N","Iran","N"
3624,"Naviera Mexicana","\N","Mexico","N"
3625,"Navigator Airlines","\N","Armenia","N"
3626,"Navinc Airlines Services","\N","United States","N"
3627,"Navitaire","\N","United States","N"
3628,"Navtech System Support","\N","Canada","N"
3629,"Nayzak Air Transport","\N","Libya","N"
3630,"State of Nebraska","\N","United States","N"
3631,"Necon Air","\N","Nepal","N"
3632,"Nederlandse Kustwacht","\N","Netherlands","N"
3633,"Nefteyugansk Aviation Division","\N","Russia","N"
3634,"Neiltown Air","\N","Canada","N"
3635,"Nelair Charters","\N","South Africa","N"
3636,"Nelson Aviation College","\N","New Zealand","N"
3637,"Nepal Airlines","\N","Nepal","Y"
3638,"Neos","\N","Italy","N"
3639,"Neosiam Airways","\N","Thailand","N"
3640,"Neric","\N","United Kingdom","N"
3641,"NetJets","\N","United States","Y"
3642,"Network Aviation Services","\N","Nigeria","N"
3643,"New England Air Express","\N","United States","N"
3644,"New England Airlines","\N","United States","Y"
3645,"New Heights 291","\N","South Africa","N"
3646,"New World Jet Corporation","\N","United States","N"
3647,"New York Helicopter","\N","United States","N"
3648,"New York State Police","\N","United States","N"
3649,"New Zealand Air Defence Force","\N","New Zealand","N"
3650,"Newair","\N","United States","N"
3651,"Newfoundland Labrador Air Transport","\N","Canada","N"
3652,"NextJet","\N","Sweden","Y"
3653,"Nextflight Aviation","\N","United States","N"
3654,"Nexus Aviation","\N","Nigeria","N"
3655,"Nicaraguense De Aviacion","\N","Nicaragua","N"
3656,"Nicon Airways","\N","Nigeria","N"
3657,"Nigeria Airways","\N","Nigeria","N"
3658,"Nigerian Air Force","\N","Nigeria","N"
3659,"Nigerian Global","\N","Nigeria","N"
3660,"Night Express","\N","Germany","N"
3661,"Niki","\N","Austria","Y"
3662,"Nikolaev-Air","\N","Ukraine","N"
3663,"Nile Safaris Aviation","\N","Sudan","N"
3664,"Nile Valley Aviation Company","\N","Egypt","N"
3665,"Nile Wings Aviation Services","\N","Sudan","N"
3666,"Nimbus Aviation","\N","United Kingdom","N"
3667,"Nippon Cargo Airlines","\N","Japan","N"
3668,"Nizhnevartovskavia","\N","Russia","N"
3669,"Search and Rescue 202","\N","United Kingdom","N"
3670,"Search and Rescue 22","\N","United Kingdom","N"
3671,"No. 32 (The Royal) Squadron RAF","\N","United Kingdom","N"
3672,"84 Squadron Royal Air Force @ RAF Akrotiri","\N","United Kingdom","N"
3673,"Nobil Air","\N","Moldova","N"
3674,"Nok Air","\N","Thailand","Y"
3675,"Nolinor Aviation","\N","Canada","N"
3676,"Nomad Aviation","\N","Namibia","N"
3677,"Norcopter","\N","Norway","N"
3678,"Nord-Flyg","\N","Sweden","N"
3679,"Nordeste Linhas Aereas Regionais","\N","Brazil","N"
3680,"Nordic Regional","\N","Sweden","N"
3681,"Nordic Solutions","\N","Lithuania","N"
3682,"Nordstree (Australia)","\N","Australia","N"
3683,"Norestair","\N","Spain","N"
3684,"Norfolk County Flight College","\N","United Kingdom","Y"
3685,"Norontair","\N","Canada","N"
3686,"Norrlandsflyg","\N","Sweden","N"
3687,"Norse Air Charter","\N","South Africa","N"
3688,"Norsk Flyrjeneste","\N","Norway","N"
3689,"Norsk Helikopter","\N","Norway","N"
3690,"Norsk Luftambulanse","\N","Norway","N"
3691,"Nortavia","\N","Portugal","N"
3692,"North Adria Aviation","\N","Croatia","N"
3693,"North American Airlines","\N","Canada","Y"
3694,"North American Charters","\N","Canada","Y"
3695,"North American Jet Charter Group","\N","United States","N"
3696,"North Atlantic Air Inc","\N","United States","N"
3697,"North Atlantic Cargo","\N","Norway","N"
3698,"North British Airlines","\N","United Kingdom","N"
3699,"North Caribou Flying Service Ltd","\N","Canada","N"
3700,"North Coast Air Services Ltd","\N","Canada","N"
3701,"North Coast Aviation","\N","Papua New Guinea","N"
3702,"North Flying","\N","Denmark","N"
3703,"North Sea Airways","\N","Netherlands","N"
3704,"North Star Air Cargo","\N","United States","N"
3705,"North Vancouver Airlines","\N","Canada","N"
3706,"North West Airlines","\N","Australia","N"
3707,"North West Geomatics","\N","Canada","N"
3708,"North-East Airlines","\N","Nigeria","N"
3709,"North-West Air Transport Company - Vyborg","\N","Russia","N"
3710,"North-Wright Airways","\N","Canada","N"
3711,"Northafrican Air Transport","\N","Libya","N"
3712,"Northaire Feight Lines","\N","United States","N"
3713,"Northamptonshire School of Flying","\N","United Kingdom","N"
3714,"Northcoast Executive Airlines","\N","United States","N"
3715,"Northeast Airlines","\N","United States","N"
3716,"Northeast Aviation","\N","United States","N"
3717,"Northern Air Cargo","\N","United States","N"
3718,"Northern Airlines Sanya","\N","China","N"
3719,"Northern Airways","\N","United States","N"
3720,"Northern Aviation Service","\N","Thailand","N"
3721,"Northern Dene Airways","\N","Canada","Y"
3722,"Northern Executive Aviation","\N","United Kingdom","N"
3723,"Northern Illinois Commuter","\N","United States","N"
3724,"Northern Jet Management","\N","United States","N"
3725,"Northern Thunderbird Air","\N","Canada","N"
3726,"Northland Aviation","\N","United States","N"
3727,"Northstar Aviation","\N","United States","N"
3728,"Northumbria Helicopters","\N","United Kingdom","N"
3729,"Northway Aviation Ltd","\N","Canada","N"
3730,"Northwest Aero Associates","\N","United States","N"
3731,"Northwest Airlines","\N","United States","Y"
3732,"Northwest Regional Airlines","\N","Australia","N"
3733,"Northwest Territorial Airways","\N","Canada","N"
3734,"Northwestern Air","\N","Canada","Y"
3735,"Northwinds Northern","\N","Canada","N"
3736,"Nortland Air Manitoba","\N","Canada","N"
3737,"Norwegian Air Shuttle","\N","Norway","Y"
3738,"Norwegian Aviation College","\N","Norway","Y"
3739,"Notams International","\N","United States","N"
3740,"Nouvel Air Tunisie","\N","Tunisia","Y"
3741,"Nova Airline","\N","Sudan","N"
3742,"Nova Scotia Department of Lands and Forests","\N","Canada","N"
3743,"Novair","\N","Sweden","Y"
3744,"Novogorod Air Enterprise","\N","Russia","N"
3745,"Novosibirsk Aircraft Repairing Plant","\N","Russia","N"
3746,"Novosibirsk Aviaenterprise","\N","Russia","N"
3747,"Novosibirsk Aviation Production Association","\N","Russia","N"
3748,"Noy Aviation","\N","Israel","N"
3749,"Nuevo Continente","\N","Peru","N"
3750,"Nuevo Horizonte Internacional","\N","Mexico","N"
3751,"Nunasi-Central Airlines","\N","Canada","N"
3752,"Nurman Avia Indopura","\N","Indonesia","N"
3753,"Nyasa Express","\N","Malawi","N"
3754,"Nas Air","\N","Saudi Arabia","Y"
3755,"O Air","\N","France","N"
3756,"O'Connor Airlines","\N","Australia","N"
3757,"OAG","\N","United Kingdom","N"
3758,"OSACOM","\N","United States","N"
3759,"Oasis Hong Kong Airlines","\N","Hong Kong","Y"
3760,"Ocean Air","\N","Mauritania","Y"
3761,"Ocean Airlines","\N","Italy","N"
3762,"Ocean Sky (UK)","\N","United Kingdom","N"
3763,"Ocean Wings Commuter Service","\N","United States","N"
3764,"Oceanair","\N","Brazil","Y"
3765,"Oceanic Airlines","\N","Guinea","Y"
3766,"Odessa Airlines","\N","Ukraine","N"
3767,"Odyssey International","\N","Canada","N"
3768,"Office Federal De'Aviation Civile","\N","Switzerland","N"
3769,"Ogooue Air Cargo","\N","Gabon","N"
3770,"Okada Airlines","\N","Nigeria","N"
3771,"Okapi Airways","\N","Democratic Republic of Congo","N"
3772,"Okay Airways","\N","China","N"
3773,"Oklahoma Department of Public Safety","\N","United States","N"
3774,"Olimex Aerotaxi","\N","Czech Republic","N"
3775,"Olimp Air","\N","Kazakhstan","N"
3776,"Olympic Airlines","\N","Greece","Y"
3777,"Olympic Aviation","\N","Greece","N"
3778,"Oman Air","\N","Oman","Y"
3779,"Oman Royal Flight","\N","Oman","N"
3780,"Omni - Aviacao e Tecnologia","\N","Portugal","N"
3781,"Omni Air International","\N","United States","Y"
3782,"Omniflys","\N","Mexico","N"
3783,"Omskavia Airline","\N","Russia","N"
3784,"On Air Limited","\N","Canada","N"
3785,"One Two Go Airlines","\N","Thailand","Y"
3786,"Onetime Airlines Zambia","\N","Zambia","N"
3787,"Ontario Ministry of Health","\N","Canada","N"
3788,"Onur Air","\N","Turkey","Y"
3789,"Opal Air","\N","Australia","N"
3790,"Open Sky Aviation","\N","Lebanon","N"
3791,"OpenSkies","\N","United Kingdom","N"
3792,"Operadora Turistica Aurora","\N","Mexico","N"
3793,"Operadora de Lineas Ejecutivas","\N","Mexico","N"
3794,"Operadora de Transportes Aereos","\N","Mexico","N"
3795,"Operadora de Veulos Ejectutivos","\N","Mexico","N"
3796,"Operation Enduring Freedom","\N","Canada","N"
3797,"Operational Aviation Services","\N","Australia","N"
3798,"Orange Air Services","\N","Sierra Leone","N"
3799,"Orange Air Sierra Leone","\N","Sierra Leone","N"
3800,"Orange Aviation","\N","Israel","N"
3801,"Orbit Express Airlines","\N","Turkey","N"
3802,"Orca Air","\N","Egypt","N"
3803,"Orebro Aviation","\N","Sweden","N"
3804,"Orel State Air Enterprise","\N","Russia","N"
3805,"Orenburg Airlines","\N","Russia","Y"
3806,"Organizacion De Transportes Aereos","\N","Mexico","N"
3807,"Organizacoes Mambra","\N","Angola","N"
3808,"Orient Air","\N","Syrian Arab Republic","N"
3809,"Orient Airlines","\N","Sudan","N"
3810,"Orient Airways","\N","Pakistan","N"
3811,"Orient Thai Airlines","\N","Thailand","Y"
3812,"Oriental Air Bridge","\N","Japan","N"
3813,"Oriental Airlines","\N","Nigeria","N"
3814,"Origin Pacific Airways","\N","New Zealand","Y"
3815,"Orion Air Charter","\N","South Africa","N"
3816,"Orion-x","\N","Russia","N"
3817,"Orlan-2000","\N","Kazakhstan","N"
3818,"Ornage Aircraft Leasing","\N","Netherlands","N"
3819,"Orscom Tourist Installations Company","\N","Egypt","N"
3820,"Osh Avia","\N","Kyrgyzstan","N"
3821,"Ostend Air College","\N","Belgium","N"
3822,"Ostfriesische Lufttransport","\N","Germany","Y"
3823,"Oulun Tilauslento","\N","Finland","N"
3824,"Our Airline","\N","Nauru","N"
